review_index,development_id,review_category,development_name,development_city,development_state,n_project_episodes,first_pis_year,last_pis_year,development_linkage_basis,episode_unit_totals,episode_low_income_unit_totals,state_ids,primary_addresses,pass1_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_1_title,pass2_source_1_type,pass2_source_1_url,pass2_source_2_title,pass2_source_2_type,pass2_source_2_url,pass2_notes,pass2_reviewed_on,final_decision,final_reason_code,final_notes,final_reviewed_on
302,DEV_PAA00000246,unresolved_component_or_changed_totals,ST MICHAELS ON THE HILL,JESSUP,PA,2,2016,2016,normalized_name_identical_multisite_set,31|40,31|40,PA1012-1140|TC20150624,321 2ND AVE|399 SECOND AVE,accept,same_property_changed_or_component_totals,"Internal HUD read: PAA00000246 (PIS 8888, state ID PA1012-1140, units 40); PAA20160004 (PIS 2016, state ID TC20150624, units 31). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22ST%20MICHAELS%20ON%20THE%20HILL%22%20%22JESSUP%22%20%22321%202ND%20AVE%22%20affordable%20housing,"St Michaels on the Hill, 321 2nd Ave, Jessup, PA 18434-1147, US - MapQuest",housing_directory_or_other_web_source,https://www.mapquest.com/us/pennsylvania/st-michaels-on-the-hill-367518151,"St Michaels On The Hill in Jessup, Pennsylvania - PAA20160004",housing_directory_or_other_web_source,https://www.crediohub.com/LIHTC-properties/l/41118/st-michaels-on-the-hill-paa20160004,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
303,DEV_PAA19870420,unresolved_component_or_changed_totals,WASHINGTON SQUARE APTS,HARRISBURG,PA,4,1987,1988,normalized_name_standardized_primary_address,14|36|4|40,1|3|8,TC1987-0038|TC1987-0039|TC1988-0055|TC1988-0056,201 MULBERRY ST,accept,same_property_changed_or_component_totals,"Internal HUD read: PAA19870420 (PIS 1987, state ID TC1987-0038, units 36); PAA19870425 (PIS 1987, state ID TC1987-0039, units 40); PAA19880685 (PIS 1988, state ID TC1988-0055, units 4); PAA19880690 (PIS 1988, state ID TC1988-0056, units 14). Link evidence: normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22WASHINGTON%20SQUARE%20APTS%22%20%22HARRISBURG%22%20%22201%20MULBERRY%20ST%22%20affordable%20housing,"Washington Square Apts - Affordable Housing in Harrisburg, PA | Section ...",housing_directory_or_other_web_source,https://section8search.org/pennsylvania/harrisburg/washington-square-apts/cl8tpr1zrwkr8fhnq9pjagqr,WASHINGTON SQUARE APTS | Low Income Housing | 201 MULBERRY ST ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-washington-square-apts-201-mulberry-st-harrisburg-pa-17104/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
304,DEV_TNA19880801,unresolved_component_or_changed_totals,CARLTON CONCEPTS APTS,KNOXVILLE,TN,2,1988,1988,normalized_name_standardized_primary_address,11|49,11|49,TN-88-161|TN-88-162,7010 NATURE TRAILS BLVD,accept,same_property_changed_or_component_totals,"Internal HUD read: TNA19880801 (PIS 1988, state ID TN-88-162, units 49); TNA19880802 (PIS 1988, state ID TN-88-161, units 11). Link evidence: normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22CARLTON%20CONCEPTS%20APTS%22%20%22KNOXVILLE%22%20%227010%20NATURE%20TRAILS%20BLVD%22%20affordable%20housing,"Carlton Concepts Apts | Affordable Apartments for Rent in Knoxville, TN",housing_directory_or_other_web_source,https://hellosection8.com/id-tna19880801-low-income-apartments-in-tn_knoxville.html,CARLTON CONCEPTS APTS - Affordable Housing 411,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-carlton-concepts-apts-7010-nature-trails-blvd-knoxville-tn-37931/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
305,DEV_UTA20030015,unresolved_component_or_changed_totals,CANYON VIEW APTS.,CEDAR CITY,UT,2,2003,2003,normalized_name_identical_multisite_set,30|80,30|64,2000-04|2003-01,1264 NORTH CEDAR BLVD.|142 WEST 500 NORTH,accept,same_property_changed_or_component_totals,"Internal HUD read: UTA20030017 (PIS 2003, state ID 2000-04, units 30); UTA20030015 (PIS 2003, state ID 2003-01, units 80). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22CANYON%20VIEW%20APTS.%22%20%22CEDAR%20CITY%22%20%221264%20NORTH%20CEDAR%20BLVD.%22%20affordable%20housing,CANYON VIEW APTS. | Low Income Housing | 1264 NORTH CEDAR BLVD. Cedar ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-canyon-view-apts-1264-north-cedar-blvd-cedar-city-ut-84721/,"Canyon View Apts. in Cedar City, Utah - UTA20030015",housing_directory_or_other_web_source,https://www.crediohub.com/LIHTC-properties/l/47141/canyon-view-apts-uta20030015,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
306,DEV_UTA19940085,unresolved_component_or_changed_totals,RIDGEVIEW APTS.,MOAB,UT,2,1994,1995,normalized_name_identical_multisite_set,6|78,6|78,1994-04|1994-12,520 SOUTH KANE CREEK BLVD.|710 NORTH WASHINGTON,accept,same_property_changed_or_component_totals,"Internal HUD read: UTA19940085 (PIS 1994, state ID 1994-04, units 6); UTA19950906 (PIS 1995, state ID 1994-12, units 78). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22RIDGEVIEW%20APTS.%22%20%22MOAB%22%20%22520%20SOUTH%20KANE%20CREEK%20BLVD.%22%20affordable%20housing,RIDGEVIEW APTS. | Low Income Housing | 520 SOUTH KANE CREEK BLVD. Moab ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-ridgeview-apts-520-south-kane-creek-blvd-moab-ut-84532/,"Ridgeview Apts. in Moab, Utah - UTA19940085 - crediohub.com",housing_directory_or_other_web_source,https://www.crediohub.com/LIHTC-properties/l/46991/ridgeview-apts-uta19940085,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
307,DEV_UTA20070033,unresolved_component_or_changed_totals,SPRING HOLLOW APTS.,WEST JORDAN,UT,2,2007,2007,normalized_name_identical_multisite_set,44|50,44|50,2002-29|2007-19,1300 WEST 7011 SOUTH|1360 NORTH 200 EAST,accept,same_property_changed_or_component_totals,"Internal HUD read: UTA20070033 (PIS 2007, state ID 2002-29, units 44); UTA20070035 (PIS 2007, state ID 2007-19, units 50). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22SPRING%20HOLLOW%20APTS.%22%20%22WEST%20JORDAN%22%20%221300%20WEST%207011%20SOUTH%22%20affordable%20housing,SPRING HOLLOW APTS. | Low Income Housing | 1300 WEST 7011 SOUTH West ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-spring-hollow-apts-1300-west-7011-south-west-jordan-ut/,"Spring Hollow Apts. in West Jordan, Utah - UTA20070033",housing_directory_or_other_web_source,https://www.crediohub.com/LIHTC-properties/l/47220/spring-hollow-apts-uta20070033,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
308,DEV_VAA20020513,unresolved_component_or_changed_totals,ASPEN CLUB,BEALETON,VA,2,2002,2022,normalized_name_identical_multisite_set,108|138,108|138,7250|9933,6337 VILLAGE CENTER DR.|6341B VILLAGE CTR DR,accept,same_property_changed_or_component_totals,"Internal HUD read: VAA20020513 (PIS 2002, state ID 7250, units 108); VAA20222015 (PIS 2022, state ID 9933, units 138). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22ASPEN%20CLUB%22%20%22BEALETON%22%20VA%20housing,"Aspen Village ( Aka Villages at Aspen Club ) in Bealeton, Virginia",housing_press,https://affordablehousingonline.com/housing-search/Virginia/Bealeton/Aspen-Village-(-Aka-Villages-at-Aspen-Club-)/10042927,Aspen Club - Hud Housing Network,housing_directory_or_other_web_source,https://hudhousingnetwork.com/va/fauquier/bealeton/low-income-housing-details/45102/aspen-club,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
309,DEV_VAA20060035,unresolved_component_or_changed_totals,GRAND OAKS,CHESTER,VA,2,2006,2024,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,184|216,184|216,10196|8923,5301 GRAND OAKS FOREST CIR|5301 GRAND OAKS FOREST CIRCLE,accept,same_property_changed_or_component_totals,"Internal HUD read: VAA20060035 (PIS 2006, state ID 8923, units 184); VAA20240011 (PIS 2024, state ID 10196, units 216). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22GRAND%20OAKS%22%20%22CHESTER%22%20%225301%20GRAND%20OAKS%20FOREST%20CIR%22%20affordable%20housing,GRAND OAKS | Low Income Housing | 5301 GRAND OAKS FOREST CIR Chester ...,housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-grand-oaks-5301-grand-oaks-forest-cir-chester-va-23831/,Grand Oaks Apartment Homes - 5301 Grand Oaks Forest Cir Chester VA (4 ...,property_listing_or_public_records,https://www.zillow.com/apartments/chester-va/grand-oaks-apartment-homes/5Xt843/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
310,DEV_VTA19900030,unresolved_component_or_changed_totals,WINCHESTER PLACE,COLCHESTER,VT,2,1990,2015,normalized_name_standardized_primary_address,148|166,75|76,0190|0497,ROUTE 15,accept,same_property_changed_or_component_totals,"Internal HUD read: VTA19900030 (PIS 1990, state ID 0190, units 166); VTA20151003 (PIS 2015, state ID 0497, units 148). Link evidence: normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22WINCHESTER%20PLACE%22%20%22COLCHESTER%22%20%22ROUTE%2015%22%20affordable%20housing,"Winchester Place - Affordable Housing in Colchester, VT | Section 8 Search",housing_directory_or_other_web_source,https://section8search.org/vermont/colchester/winchester-place/b8c4k4fc8v24vkcbnw61z53a,"WINCHESTER PLACE | Low Income Housing | ROUTE 15 Colchester, VT ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/lihtc-details-winchester-place-route-15-colchester-vt/,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
311,DEV_WAA20090015,unresolved_component_or_changed_totals,BART HARVEY,SEATTLE,WA,2,2009,2009,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,49|50,49,07-19|WA-07-00302,430 MINOR AVE N|430 MINOR AVE NORTH,accept,same_property_changed_or_component_totals,"Internal HUD read: WAA20090015 (PIS 2009, state ID WA-07-00302, units 49); WAA20097003 (PIS 2009, state ID 07-19, units 50). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,DuckDuckGo,https://html.duckduckgo.com/html/?q=%22BART%20HARVEY%22%20%22SEATTLE%22%20%22430%20MINOR%20AVE%20N%22%20affordable%20housing,"Bart Harvey, The | Multifamily Housing | 430 Minor Ave N Seattle, WA ...",housing_directory_or_other_web_source,https://www.affordablehousing411.com/housing/multifamily-housing-details-bart-harvey-the-430-minor-ave-n-seattle-wa-98109/,"Affordable Housing in Seattle, WA: BART HARVEY - Section 8 Search",housing_directory_or_other_web_source,https://section8search.org/washington/seattle/bart-harvey/a6fqxrb02afjlh6kurop6tdj,Outside read via DuckDuckGo: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_property_changed_or_component_totals,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
